1543012933 414 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543013940 415 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543014371 416 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543016710 417 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543016730 418 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543029193 419 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543031548 420 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543033018 421 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543039149 422 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543040595 423 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543041237 424 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543042336 425 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543042767 426 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543043744 427 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543046586 428 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543047202 429 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543079242 430 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543079763 431 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543081722 432 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543081959 433 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543088654 434 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543088789 435 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543089414 436 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543090944 437 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543098524 438 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543098592 439 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543098675 440 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543098760 441 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543100075 442 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543100255 443 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543101314 444 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543103774 445 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543115651 446 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543119533 447 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543119594 448 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543119676 449 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543119732 450 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543121517 451 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543121599 452 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543124937 453 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543125278 454 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543125661 455 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543125748 456 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543193550 457 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543259395 458 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543261067 459 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543263873 460 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543263991 461 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543264654 462 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543264738 463 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543268197 464 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543268954 465 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543269532 466 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543270194 467 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543270442 468 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543336916 469 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543337358 470 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543337554 471 4 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543350108 471 5 0 18 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543361784 471 5 0 19 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543365291 471 5 0 20 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543370508 472 5 0 20 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543370529 473 5 0 20 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543438802 474 5 0 20 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543511833 475 5 0 20 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543512469 476 5 0 20 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543513249 477 5 0 20 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543513688 478 5 0 20 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543513968 479 5 0 20 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543514264 480 5 0 20 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543523489 481 5 0 20 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
1543536327 482 5 0 20 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
