1569961081 0 0 21 0 0 0 0 0
1569961209 0 0 21 0 0 0 0 0
1569961770 0 0 823 0 0 0 0 0
1569962111 0 0 824 0 0 0 0 0
1570221169 0 0 824 0 798 0 0 0
1570221319 0 0 824 0 985 0 0 0
1570222884 0 0 824 0 986 0 0 0
1570367235 1 0 824 0 986 0 0 0
1570367295 5 0 824 0 986 0 0 0
1570367561 5 0 824 0 986 0 0 0
1570367596 5 0 824 0 986 0 0 0
1570367618 7 0 824 0 986 0 0 0
1570367925 9 0 824 0 986 0 0 0
1570367968 11 0 824 0 986 0 0 0
1570371557 400 0 824 0 986 0 0 0
1570371621 400 0 824 0 986 0 0 0
1570486281 400 0 824 1 986 0 0 0
1570486663 400 0 824 5 986 0 0 0
1570486766 400 0 824 572 986 0 0 0
1570486865 400 0 824 573 986 0 0 0
1570487998 400 0 824 577 986 0 0 0
1570488299 400 0 824 581 986 0 0 0
1570490310 400 0 824 586 986 0 0 0
1570565491 404 0 824 586 986 0 0 0
1570566332 404 0 824 586 1023 0 0 0
1570566333 404 0 824 586 1023 0 0 0
1570566395 404 0 824 586 1023 0 0 1
1570566505 404 0 1002 586 1023 0 0 1
1570567613 404 0 1002 586 1023 0 0 1
1570567673 404 0 2323 586 1023 0 0 1
1570568167 404 0 2426 586 1023 0 0 1
1570569185 404 0 2427 586 1023 0 0 1
1570570816 404 0 2440 586 1023 0 0 1
1570757762 404 0 2440 2000 1023 0 0 1
1570817531 404 0 2440 2567 1023 0 0 1
1570822714 404 0 2440 2571 1023 0 0 1
1570823007 404 0 2440 2935 1023 0 0 1
1570826825 404 0 2440 2935 1151 0 0 1
1572733058 421 0 2440 2935 1151 0 0 1
1572733759 421 0 2440 2935 1151 0 0 1
1573057351 421 0 2440 2980 1151 0 0 1
1573250254 421 47 2440 2980 1151 0 0 1
1573250569 421 51 2440 2980 1151 0 0 1
1573250615 421 51 2440 3020 1151 0 0 1
1573251413 439 51 2440 3020 1151 0 0 1
1573251807 439 51 2440 3020 1151 0 0 1
1573256655 439 51 2440 3097 1151 0 0 1
1573256683 439 51 2440 3097 1151 0 0 1
1573438537 70298 51 2440 3097 1151 0 0 1
1573438899 70316 51 2440 3097 1151 0 0 1
1573439130 70316 51 2440 3097 1151 0 0 1
1573440558 97327 51 2440 3097 1151 0 0 1
1573440620 97334 51 2440 3097 1151 0 0 1
1573575960 97334 51 2440 3206 1151 0 0 1
1573852887 97334 56 2440 3206 1151 0 0 1
1573852902 97334 60 2440 3206 1151 0 0 1
1573853584 97334 63 2440 3206 1151 0 0 1
1573853864 97366 63 2440 3206 1151 0 0 1
1573853888 97366 64 2440 3206 1151 0 0 1
1573854341 97366 66 2440 3206 1151 0 0 1
1573856463 97366 91 2440 3206 1151 0 0 1
1573856990 97366 91 2440 3206 1151 0 0 1
1573857048 97366 91 2440 3206 1151 0 0 1
1574200208 97366 147 2440 3206 1151 0 0 1
1574200319 97367 147 2440 3206 1151 0 0 1
1574201018 97367 150 2440 3206 1151 0 0 1
1574201212 97367 153 2440 3206 1151 0 0 1
1574201222 97367 153 2440 3206 1151 0 0 1
1574201267 97367 153 2440 3206 1151 0 0 1
1574654038 97367 153 2544 3206 1151 0 0 1
1574656642 97367 153 2552 3206 1151 0 0 1
1575409905 97367 196 2552 3206 1151 0 0 1
1575409925 97436 196 2552 3206 1151 0 0 1
1575410058 97436 201 2552 3206 1151 0 0 1
1575410233 97436 204 2552 3206 1151 0 0 1
1575410682 97436 228 2552 3206 1151 0 0 1
1575573737 97436 234 2552 3206 1151 0 0 1
1575576697 97436 236 2552 3206 1151 0 0 1
1575576791 97436 275 2552 3206 1151 0 0 1
1575577191 97436 279 2552 3206 1151 0 0 1
1575583618 97436 279 2552 3206 1151 0 0 1
1575668615 97436 317 2552 3206 1151 0 0 1
1575669228 97436 325 2552 3206 1151 0 0 1
1575669278 97464 325 2552 3206 1151 0 0 1
1575669407 97464 325 2552 3206 1151 0 0 1
1575669582 97464 340 2552 3206 1151 0 0 1
1575674842 97464 341 2552 3206 1151 0 0 1
1575751834 97464 350 2552 3206 1151 0 0 1
1575751997 97464 350 2552 3206 1151 0 0 1
1576014516 97464 350 2552 3206 1151 0 0 1
1576039201 97464 350 2555 3206 1151 0 0 1
1585347202 97464 350 2559 3206 1151 0 0 1
1585347404 97464 350 2560 3206 1151 0 0 1
1585348815 97464 350 2576 3206 1151 0 0 1
1587161718 97464 350 2614 3206 1151 0 0 1
1587161849 97464 350 2634 3206 1151 0 0 1
