1569961081 0 0 1 0 0 0 0 0
1569961209 0 0 2 0 0 0 0 0
1569961770 0 0 3 0 0 0 0 0
1569962111 0 0 4 0 0 0 0 0
1570221169 0 0 4 0 1 0 0 0
1570221319 0 0 4 0 2 0 0 0
1570222884 0 0 4 0 3 0 0 0
1570367235 1 0 4 0 3 0 0 0
1570367295 4 0 4 0 3 0 0 0
1570367561 5 0 4 0 3 0 0 0
1570367596 6 0 4 0 3 0 0 0
1570367618 7 0 4 0 3 0 0 0
1570367925 8 0 4 0 3 0 0 0
1570367968 9 0 4 0 3 0 0 0
1570371557 11 0 4 0 3 0 0 0
1570371621 12 0 4 0 3 0 0 0
1570486281 12 0 4 1 3 0 0 0
1570486663 12 0 4 2 3 0 0 0
1570486766 12 0 4 3 3 0 0 0
1570486865 12 0 4 4 3 0 0 0
1570487998 12 0 4 5 3 0 0 0
1570488299 12 0 4 6 3 0 0 0
1570490310 12 0 4 7 3 0 0 0
1570565491 13 0 4 7 3 0 0 0
1570566332 13 0 4 7 4 0 0 0
1570566333 13 0 4 7 5 0 0 0
1570566395 13 0 4 7 5 0 0 1
1570566505 13 0 5 7 5 0 0 1
1570567613 13 0 6 7 5 0 0 1
1570567673 13 0 7 7 5 0 0 1
1570568167 13 0 8 7 5 0 0 1
1570569185 13 0 9 7 5 0 0 1
1570570816 13 0 10 7 5 0 0 1
1570757762 13 0 10 8 5 0 0 1
1570817531 13 0 10 9 5 0 0 1
1570822714 13 0 10 10 5 0 0 1
1570823007 13 0 10 11 5 0 0 1
1570826825 13 0 10 11 6 0 0 1
1572733058 15 0 10 11 6 0 0 1
1572733759 16 0 10 11 6 0 0 1
1573057351 16 0 10 12 6 0 0 1
1573250254 16 1 10 12 6 0 0 1
1573250569 16 2 10 12 6 0 0 1
1573250615 16 2 10 13 6 0 0 1
1573251413 17 2 10 13 6 0 0 1
1573251807 17 2 10 13 6 1 0 1
1573256655 17 2 10 14 6 1 0 1
1573256683 17 2 10 15 6 1 0 1
1573438537 18 2 10 15 6 1 0 1
1573438899 20 2 10 15 6 1 0 1
1573439130 21 2 10 15 6 1 0 1
1573440558 22 2 10 15 6 1 0 1
1573440620 23 2 10 15 6 1 0 1
1573575960 23 2 10 16 6 1 0 1
1573852887 23 3 10 16 6 1 0 1
1573852902 23 4 10 16 6 1 0 1
1573853584 23 5 10 16 6 1 0 1
1573853864 24 5 10 16 6 1 0 1
1573853888 24 6 10 16 6 1 0 1
1573854341 24 7 10 16 6 1 0 1
1573856463 24 8 10 16 6 1 0 1
1573856990 24 8 10 16 6 2 0 1
1573857048 24 8 10 16 6 3 0 1
1574200208 24 9 10 16 6 3 0 1
1574200319 25 9 10 16 6 3 0 1
1574201018 25 10 10 16 6 3 0 1
1574201212 25 11 10 16 6 3 0 1
1574201222 25 12 10 16 6 3 0 1
1574201267 25 13 10 16 6 3 0 1
1574654038 25 13 11 16 6 3 0 1
1574656642 25 13 12 16 6 3 0 1
1575409905 25 14 12 16 6 3 0 1
1575409925 26 14 12 16 6 3 0 1
1575410058 26 15 12 16 6 3 0 1
1575410233 26 16 12 16 6 3 0 1
1575410682 26 17 12 16 6 3 0 1
1575573737 26 18 12 16 6 3 0 1
1575576697 26 19 12 16 6 3 0 1
1575576791 26 20 12 16 6 3 0 1
1575577191 26 21 12 16 6 3 0 1
1575583618 26 21 12 16 6 4 0 1
1575668615 26 22 12 16 6 4 0 1
1575669228 26 23 12 16 6 4 0 1
1575669278 27 23 12 16 6 4 0 1
1575669407 27 23 12 16 6 4 1 1
1575669582 27 24 12 16 6 4 1 1
1575674842 27 25 12 16 6 4 1 1
1575751834 27 26 12 16 6 4 1 1
1575751997 27 26 12 16 6 5 1 1
1576014516 27 26 12 16 6 6 1 1
1576039201 27 26 13 16 6 6 1 1
1585347202 27 26 14 16 6 6 1 1
1585347404 27 26 15 16 6 6 1 1
1585348815 27 26 16 16 6 6 1 1
1587161718 27 26 17 16 6 6 1 1
1587161849 27 26 18 16 6 6 1 1
