1570208134 1 0 0 0 0 0 0
1570218709 2 0 0 0 0 0 0
1570489762 3 0 0 0 0 0 0
1570527058 4 0 0 0 0 0 0
1570568121 5 0 0 0 0 0 0
1570656753 6 0 0 0 0 0 0
1570664341 7 0 0 0 0 0 0
1570743540 8 0 0 0 0 0 0
1570827106 9 0 0 0 0 0 0
1570836063 10 0 0 0 0 0 0
1571099039 11 0 0 0 0 0 0
1571196519 12 0 0 0 0 0 0
1571213537 13 0 0 0 0 0 0
1571539706 14 0 0 0 0 0 0
1571616185 15 0 0 0 0 0 0
1571694250 16 0 0 0 0 0 0
1572040050 17 0 0 0 0 0 0
1572050124 18 0 0 0 0 0 0
1572232828 19 0 0 0 0 0 0
1572292139 20 0 0 0 0 0 0
1572837658 21 0 0 0 0 0 0
1573066230 22 0 0 0 0 0 0
1573077862 23 0 0 0 0 0 0
1573244375 24 0 0 0 0 0 0
1573246141 25 0 0 0 0 0 0
1573253532 26 0 0 0 0 0 0
1573597712 27 0 0 0 0 0 0
1573615942 28 0 0 0 0 0 0
1573671210 29 0 0 0 0 0 0
1573678612 29 0 0 1 0 0 0
1573678734 29 0 0 2 0 0 0
1573795495 30 0 0 2 0 0 0
1573850982 31 0 0 2 0 0 0
1573873108 32 0 0 2 0 0 0
1573936339 32 0 0 3 0 0 0
1573936526 32 0 0 4 0 0 0
1573964540 33 0 0 4 0 0 0
1574225644 34 0 0 4 0 0 0
1574360637 35 0 0 4 0 0 0
1574372370 36 0 0 4 0 0 0
1574548205 37 0 0 4 0 0 0
1574551602 38 0 0 4 0 0 0
1574552642 39 0 0 4 0 0 0
1574875991 40 0 0 4 0 0 0
1575019206 41 0 0 4 0 0 0
1575055837 42 0 0 4 0 0 0
1575258430 43 0 0 4 0 0 0
1575259019 44 0 0 4 0 0 0
1575264514 45 0 0 4 0 0 0
1575266133 46 0 0 4 0 0 0
1575266507 47 0 0 4 0 0 0
1575266556 48 0 0 4 0 0 0
1575317656 49 0 0 4 0 0 0
1575322901 49 0 0 5 0 0 0
1575322933 49 0 0 6 0 0 0
1575389471 49 0 0 7 0 0 0
1575402318 49 0 0 8 0 0 0
1575504739 50 0 0 8 0 0 0
1575505279 51 0 0 8 0 0 0
1575591764 52 0 0 8 0 0 0
1575936094 53 0 0 8 0 0 0
1575938552 54 0 0 8 0 0 0
1575939733 55 0 0 8 0 0 0
1576819408 56 0 0 8 0 0 0
1576885855 57 0 0 8 0 0 0
1576909798 58 0 0 8 0 0 0
1577004211 59 0 0 8 0 0 0
1577082922 60 0 0 8 0 0 0
1577391559 61 0 0 8 0 0 0
1578790506 62 0 0 8 0 0 0
1578955141 63 0 0 8 0 0 0
1578977987 64 0 0 8 0 0 0
1579040052 65 0 0 8 0 0 0
1579040255 66 0 0 8 0 0 0
1579045230 67 0 0 8 0 0 0
1579046204 68 0 0 8 0 0 0
1579206488 69 0 0 8 0 0 0
1579290624 70 0 0 8 0 0 0
1579814651 71 0 0 8 0 0 0
1579818438 72 0 0 8 0 0 0
1580236503 73 0 0 8 0 0 0
1580506100 74 0 0 8 0 0 0
1580767129 75 0 0 8 0 0 0
1580845303 76 0 0 8 0 0 0
1580845574 76 0 1 8 0 0 0
1581020651 77 0 1 8 0 0 0
1581357143 77 0 1 8 1 0 0
1581357593 77 0 1 8 2 0 0
1581460798 78 0 1 8 2 0 0
1581554220 79 0 1 8 2 0 0
1581654204 80 0 1 8 2 0 0
1581654348 80 0 2 8 2 0 0
1581661041 81 0 2 8 2 0 0
1581661078 81 0 3 8 2 0 0
1581712414 82 0 3 8 2 0 0
1581813608 82 0 3 8 3 0 0
1581815198 82 0 3 8 4 0 0
1581816950 82 0 4 8 4 0 0
1581825674 83 0 4 8 4 0 0
1581825741 83 0 5 8 4 0 0
1581868080 83 0 5 8 5 0 0
1581896127 84 0 5 8 5 0 0
1581896550 85 0 5 8 5 0 0
1581896610 85 0 6 8 5 0 0
1581896929 86 0 6 8 5 0 0
1581896959 86 0 7 8 5 0 0
1582052893 87 0 7 8 5 0 0
1582052983 88 0 7 8 5 0 0
1582163188 90 0 7 8 5 0 0
1582233975 93 0 7 8 5 0 0
1582235496 94 0 7 8 5 0 0
1582236134 95 0 7 8 5 0 0
1582236829 96 0 7 8 5 0 0
1582238802 97 0 7 8 5 0 0
1582320043 97 0 7 8 6 0 0
1582322989 97 1 7 8 6 0 0
1582323025 97 2 7 8 6 0 0
1582491093 98 2 7 8 6 0 0
1582492361 99 2 7 8 6 0 0
1582493243 100 2 7 8 6 0 0
1582755761 101 2 7 8 6 0 0
1583215801 102 2 7 8 6 0 0
1583271627 102 3 7 8 6 0 0
1583271783 102 4 7 8 6 0 0
1583428048 102 5 7 8 6 0 0
1583435387 102 5 8 8 6 0 0
1583449915 103 5 8 8 6 0 0
1583527485 104 5 8 8 6 0 0
1583527526 104 5 9 8 6 0 0
1583528367 105 5 9 8 6 0 0
1583528438 106 5 9 8 6 0 0
1584209959 106 6 9 8 6 0 0
1584237775 107 6 9 8 6 0 0
1584237903 108 6 9 8 6 0 0
1585081655 108 7 9 8 6 0 0
1585083216 108 8 9 8 6 0 0
